분류,2022년
분류,계
서울특별시,66
부산광역시,35
대구광역시,20
인천광역시,23
광주광역시,25
대전광역시,11
울산광역시,13
세종특별자치시,2
경기도,96
강원도,26
충청북도,21
충청남도,21
전라북도,21
전라남도,49
경상북도,38
경상남도,51
제주특별자치도,6
